with_advanced_deg,zip_code,total_pop,total_24_29_female,total_30_34_female,total_24_29_male,total_30_34_male,total_24_29_female_wht,total_30_34_female_wht,total_24_29_male_wht,total_30_34_male_wht,total_wht,with_bachelors,year,pct_25_34,pct_college_deg,pct_wht
1632,94134,40701,1329,1399,1464,1321,105,257,392,243,7015,5246,2015,13.736763224490801,16.898847694159848,17.235448760472714
1865,94158,5747,707,535,784,684,375,184,396,295,2773,1897,2015,44.562380372368196,65.46024012528275,48.251261527753606
4921,94608,28125,1798,1498,1486,1903,1066,707,719,1079,12096,6525,2015,22.32888888888889,40.696888888888886,43.008
5450,94901,42488,1242,1598,1682,1776,566,912,759,809,27739,7815,2015,14.404067030691017,31.220579928450388,65.28666917717943
389,95838,37133,1485,1477,1750,1073,667,441,776,414,15547,1623,2015,16.667115503729836,5.418361026580131,41.868418926561276
2408,98101,11291,882,433,1027,765,493,255,741,555,8281,3119,2015,24.57709680276326,48.95049154193605,73.34159950402976
5895,98102,23655,2248,1647,2471,2406,1739,1486,1918,1829,18947,8339,2015,33.87444514901713,60.17332487846121,80.09723102938068
10709,98103,48600,4547,3081,3362,3261,3835,2611,2793,2742,40538,16360,2015,28.95267489711934,55.69753086419753,83.41152263374487
1429,98104,13690,762,637,1299,1005,509,358,712,603,6499,2780,2015,24.360847333820306,30.745069393718044,47.47260774287801
7250,98105,45515,2217,993,2427,1295,1410,685,1709,871,30764,7943,2015,14.566626386905416,33.38020432824344,67.59090409755025
1622,98106,24603,981,1453,1079,896,449,832,513,689,13213,4080,2015,20.184530341828232,23.176035442832173,53.70483274397431
4848,98107,23488,2263,2134,2074,2258,1953,1620,1808,2145,20107,8553,2015,36.63572888283379,57.05466621253406,85.60541553133515
1439,98108,24681,1037,1076,1043,947,400,473,421,401,7626,3293,2015,17.146793079696934,19.172642923706494,30.898261820833838
6001,98109,24450,2221,1755,2861,2165,1895,1324,1790,1638,18753,8328,2015,35.141104294478524,58.605316973415135,76.69938650306747
6715,98112,22230,885,1320,946,1015,723,1022,803,845,18695,6256,2015,20.112460638776426,58.34907782276203,84.09806567701304
12328,98115,50134,2126,2110,3201,2347,1759,1668,2521,1836,41058,13853,2015,19.04296485419077,52.22204491961543,81.89651733354609
4064,98116,23968,890,1028,669,1021,659,794,520,763,20360,7160,2015,15.082610146862482,46.829105473965285,84.94659546061415
6322,98117,31921,1122,1414,1151,1230,1012,1168,979,1159,28173,9337,2015,15.980075812161273,49.05548071802262,88.25851320447354
4482,98118,44839,1817,1738,1831,1598,693,896,629,687,16198,6978,2015,15.88795468230781,25.558107897143113,36.12480206962689
5057,98119,23912,1889,1250,1844,1260,1574,1027,1435,1030,19705,7218,2015,26.066410170625627,51.33405821344932,82.40632318501171
3699,98121,13474,1166,898,1642,1342,803,602,1035,847,8857,3825,2015,34.16951165207065,55.84087872940478,65.73400623422889
6099,98122,35052,2711,2086,3321,2620,2030,1631,2478,1988,23141,9679,2015,29.11103503366427,45.01312335958006,66.01905740043364
6040,98125,39254,2127,1520,1922,1631,1302,1036,1124,1113,25592,8769,2015,18.059306057981352,37.7260916084985,65.19590360218068
2623,98126,22849,1006,1160,742,934,634,878,475,661,14814,5243,2015,17.803842618932993,34.42601426758283,64.83434723620289
4648,98133,46329,2223,1921,2255,2477,1279,1239,1594,1634,31685,9717,2015,17.95851410563578,31.006497010511776,68.39128839387857
78,98134,797,16,24,46,56,0,12,27,35,410,82,2015,13.801756587202007,20.075282308657467,51.44291091593476
2404,98136,15415,312,649,413,524,268,498,378,444,12932,4487,2015,13.123580927667856,44.703211157963025,83.89231268245216
3829,98144,28302,1277,1128,1382,1459,617,733,689,1009,13881,6420,2015,17.36626386827786,36.21298848137941,49.04600381598473
1610,98146,26730,867,974,882,1041,446,461,524,547,15943,3308,2015,13.830901608679385,18.39880284324729,59.64459408903854
195,90001,57942,2438,2072,2426,2120,883,742,727,822,20811,1221,2016,15.546581063822442,2.443823133478306,35.91695143419281
4510,90004,63095,2707,2794,3420,3606,933,1240,1517,1522,25611,11058,2016,18.56723987637689,24.673904429828035,40.591172042158654
1547,90007,41979,2116,1125,2368,1576,485,162,678,486,12305,3441,2016,16.0413540103385,11.882131541961458,29.312275185211657
383,90010,3524,215,244,327,126,59,0,119,24,665,1129,2016,29.228149829738932,42.90578887627696,18.87060158910329
2413,90012,32543,1895,894,2959,2658,689,189,1159,1078,9438,4708,2016,20.409919183849063,21.881817902467503,29.001628614448578
1325,90013,11668,717,684,936,781,387,258,474,268,4349,2850,2016,25.89132670551937,35.781624957147756,37.27288309907439
873,90014,7191,585,328,572,829,338,245,366,534,3673,2058,2016,25.21207064386038,40.75928243637881,51.0777360589626
1320,90015,19378,949,1048,939,982,369,343,442,225,6614,2649,2016,20.559397254618638,20.481989885437095,34.13148931778306
2170,90016,47079,1816,1910,2393,1610,782,750,957,590,17288,4391,2016,17.054312963316978,13.936149875740774,36.72125576159222
1463,90017,25772,1417,1140,1690,1693,443,285,545,675,8822,3029,2016,20.90252987738631,17.429768741269594,34.230948316001864
1562,90018,51639,2041,1990,2168,1665,402,412,576,340,9680,3681,2016,15.85816921319158,10.15317879896977,18.74552179554213
5051,90019,68530,2933,2741,3186,2955,1159,1026,1282,1314,24300,10622,2016,16.928352546330075,22.870275791624106,35.458923099372534
2484,90020,40170,2359,2000,2572,2575,775,449,842,1056,11471,8750,2016,22.233009708737864,27.966143888473987,28.55613642021409
95,90021,2954,133,135,100,284,27,68,61,105,1002,418,2016,17.027758970886932,17.366283006093433,33.92010832769127
466,90023,46611,1612,1702,1586,1788,1045,943,963,1171,29390,1221,2016,14.164038531677074,3.619317328527601,63.05378558709318
8642,90024,49737,1519,1248,2149,1626,793,785,1423,851,30284,7775,2016,12.393188169773007,33.00762008162937,60.888272312363036
9682,90025,46520,3895,3076,4249,3330,2380,1353,2629,1928,29304,14234,2016,30.730868443680137,51.41014617368873,62.99226139294927
5289,90026,67557,3826,3869,4165,3920,2130,2406,2762,2616,37810,13074,2016,23.282561392601803,27.18149118522137,55.96755332534008
7002,90027,46043,3330,2891,3065,2799,2370,1827,2215,1959,30711,12721,2016,26.447016918967055,42.83604456703517,66.70069283061486
2663,90028,31122,2268,1429,2747,2448,1341,900,1722,1435,17317,7562,2016,25.29721740248056,32.85457232825654,55.6423109054688
1643,90029,40242,1985,1654,2287,2251,942,801,1098,1073,15565,5883,2016,18.836041946225336,18.701853784603152,38.67849510461706
1304,90031,38940,1417,1163,1776,1422,611,458,693,593,14550,3060,2016,14.173086800205445,11.20698510529019,37.365177195685675
625,90033,49156,1917,1641,1998,1704,1136,1191,1371,1145,32622,1955,2016,14.64114248514932,5.2485963056391896,66.36422817153552
9416,90034,57443,4592,3185,4610,4154,2751,1625,3049,2513,34131,13330,2016,27.108612015389166,39.597514057413434,59.41716135995683
5146,90035,30582,1432,1870,1302,1792,989,1191,919,1317,22712,8076,2016,21.169315283500097,43.234582434111566,74.26590805048721
6636,90036,37931,3368,2376,2187,2437,2259,1696,1619,1728,24798,12278,2016,27.173024702749732,49.864227149297406,65.37660488782262
1394,90038,28155,1677,1373,2003,1732,968,526,822,926,11694,4382,2016,22.823654768247202,20.51500621559226,41.53436334576452
3547,90039,28436,1529,1293,1268,1489,951,746,758,918,16211,6921,2016,18.930229286819525,36.81249120832747,57.00872133914756
3011,90041,28405,837,987,903,1189,338,507,364,753,15139,5883,2016,13.075162823446576,31.311388839992958,53.29695476148565
4053,90042,63109,3174,2993,2855,2824,1406,1570,1300,1276,29517,7978,2016,19.038488963539272,19.063841924289722,46.77145890443518
5856,90045,41145,1505,1720,1986,1580,708,667,993,701,24793,9170,2016,16.845303196014097,36.51962571393851,60.25762547089562
7749,90046,50923,4144,3035,3570,3796,3189,2114,2724,2989,40364,19329,2016,27.068318834318482,53.174400565559765,79.26477230328143
1544,90047,48306,1441,1589,1482,1379,217,235,422,401,8122,3125,2016,12.629901047488925,9.665465987661987,16.813646337929036
5339,90048,22722,1971,1709,1354,1436,1551,1163,918,1143,18182,7350,2016,29.67608485168559,55.84455593697738,80.01936449256227
10195,90049,35581,2034,1462,1219,1288,1729,1143,1003,1124,30154,10970,2016,17.36038897164217,59.483994266602956,84.74747758635228
1221,90057,48302,1806,1988,3059,2848,462,582,838,830,12889,4651,2016,18.303589913461142,12.156846507390998,26.684195271417334
5949,90064,27032,988,1185,1270,925,733,781,898,619,19412,6788,2016,17.120449837229952,47.1182302456348,71.81118674163955
3469,90065,46965,1967,1615,1790,1949,1010,842,1004,1033,24877,6366,2016,14.877036090705845,20.94112637070159,52.969232407111676
8492,90066,59258,3064,2772,2528,3686,1913,1549,1606,2510,36546,14131,2016,18.792399338485943,38.17712376387998,61.67268554456782
574,90067,2355,27,28,31,28,27,28,31,0,1831,680,2016,4.840764331210192,53.2484076433121,77.74946921443737
4359,90068,21450,1141,962,1129,1622,916,787,960,1179,16962,7397,2016,19.552447552447553,54.80652680652681,79.07692307692308
3961,90069,20435,1487,718,1375,2089,774,575,966,1563,15793,8407,2016,21.0325422069978,60.52361145094201,77.28407144604844
0,90071,0,0,0,0,0,0,0,0,0,0,0,2016,0.0,0.0,0.0
2704,90077,8912,42,239,119,103,33,165,69,46,7403,2105,2016,7.170107719928187,53.96095152603232,83.06777378815082
4,90089,3680,2,0,19,0,0,0,12,0,1766,9,2016,0.5706521739130435,0.3532608695652174,47.98913043478261
2222,90094,8072,686,419,229,432,358,213,119,171,4064,2449,2016,21.71704658077304,57.866699702675916,50.34687809712587
5005,90230,32692,1382,1529,1342,1225,582,972,853,788,20504,6795,2016,17.686284106203352,36.09445735959868,62.71870794078062
2728,90232,14810,629,780,514,559,361,589,268,459,10088,3498,2016,18.25118163403106,42.03916272788656,68.11613774476704
6423,90272,23151,287,257,283,360,231,179,228,325,20325,6489,2016,4.682303140253121,55.77296877024751,87.79318387974601
4868,90291,27277,1675,1503,1419,1708,1214,1202,1233,1521,22311,8801,2016,22.36316310444697,50.111815815522235,81.79418557759284
5165,90292,22482,1077,1456,1386,1276,871,1039,1127,1063,17722,7010,2016,23.908015301129794,54.15443465883818,78.82750644960413
2575,90501,43405,1506,1478,1446,1729,473,585,475,436,18143,6455,2016,13.611335099642899,20.80405483239258,41.79933187420804
1526,90710,27914,1032,1022,1091,974,456,466,383,335,11090,3188,2016,14.927993121731031,16.887583291538295,39.729168159346564
2559,90731,61046,1982,2065,2388,2124,973,1089,1406,1280,36240,6453,2016,13.923926219572124,14.76263801068047,59.36506896438751
1920,90732,21763,742,640,702,717,447,411,453,485,15458,4199,2016,12.516656710931398,28.116528052198685,71.0288103662179
1348,91040,19587,699,611,459,632,522,549,410,556,15950,3262,2016,12.150916424158881,23.536018787971614,81.4315617501404
1192,91303,29668,1354,1494,1556,1736,661,813,796,980,17802,3340,2016,19.880005393016045,15.275717945260887,60.00404476203317
2085,91306,49043,1918,1586,2304,2064,630,859,930,942,21484,5898,2016,15.076565462961074,16.27755235201762,43.806455559407055
3179,91307,26703,580,631,585,541,399,339,366,361,18862,5246,2016,9.088866419503425,31.55076208665693,70.636258098341
4124,91311,38479,1280,1122,1245,1281,765,435,826,667,24409,7609,2016,12.393773226954963,30.491956651680134,63.43460069128616
4191,91316,29485,1087,1329,997,1060,882,968,876,825,24091,6903,2016,16.08275394268272,37.62591148041377,81.7059521790741
1995,91324,29689,1052,1062,1405,1009,528,622,687,377,15879,5327,2016,15.429957223213986,24.66233285055071,53.4844555222473
3091,91325,33558,1330,858,1794,1114,771,392,858,506,19482,5349,2016,14.422790392752846,25.150485726205375,58.05471124620061
3337,91335,80161,2602,2673,3556,2712,1683,1774,2467,1841,54974,8216,2016,14.35111837427178,14.412245356220607,68.57948378887488
3015,91342,95222,3155,3192,3753,3022,2306,2221,2852,2055,68705,7427,2016,13.95895906408183,10.965953246098591,72.15244376299594
2359,91343,64323,2179,2327,2495,2126,853,1143,1016,1015,30662,7352,2016,14.501811171742613,15.097243598712748,47.668796542449826
4680,91344,53290,1437,1520,1666,1705,801,896,869,967,31416,9526,2016,11.527491086507787,26.6579095515106,58.95289923062488
476,91345,18763,490,563,874,723,287,363,383,318,10646,1814,2016,13.270798912753822,12.20487128923946,56.73932739966956
1018,91352,47079,1934,1868,1857,1749,1459,1329,1356,1285,35884,3573,2016,15.988020136366533,9.75169396121413,76.22082032328639
3899,91356,29728,1121,1103,1172,883,728,641,676,567,22641,6408,2016,15.133880516684606,34.67101722282024,76.16052206673842
3713,91364,27607,944,607,828,594,548,444,610,417,21458,6479,2016,10.816097366609918,36.91817292715616,77.72666352736624
5806,91367,42319,1513,1669,1378,1846,785,1057,804,1014,30488,10582,2016,14.719156879888468,38.7249226115929,72.0432902478792
2579,91401,41019,1654,1618,1947,2084,849,878,1071,1279,24253,6236,2016,16.667885613983763,21.49004120041932,59.126258563104905
1176,91402,71765,2858,2769,3084,2669,1110,1281,1486,1233,33571,6216,2016,15.996655751410854,10.30028565456699,46.7790705775796
4575,91403,24579,1067,1306,848,1269,811,931,614,972,19888,6853,2016,18.418161845477847,46.494975385491685,80.91460189592742
2031,91405,54356,1919,2345,2206,2433,761,977,1023,1023,22261,4834,2016,16.217160938994777,12.629700493045846,40.95408050629185
2548,91406,55385,2204,2202,2014,2556,848,933,948,1008,24937,6304,2016,15.567391893111854,15.982666787036202,45.02482621648461
5359,91423,34140,1741,2020,1186,1607,1387,1526,1015,1425,27572,9912,2016,20.407147041593436,44.73052138254247,80.76157000585823
3494,91436,14353,215,373,374,273,173,356,176,201,12710,3436,2016,9.301191388559884,48.28258900578276,88.55291576673866
2797,91601,39318,2607,2181,3527,2491,1754,1230,2651,1625,25770,8202,2016,26.69515234752531,27.97446462180172,65.54249961849534
2503,91602,18615,1159,1117,892,1208,961,795,696,803,13869,6083,2016,23.019070641955413,46.12409347300564,74.5044319097502
5008,91604,30386,1446,1144,1385,1384,1196,855,1137,953,24788,9688,2016,16.8465740801685,48.36437833212664,81.57704205884289
1639,91605,55377,2355,2192,2882,2166,1240,1469,1515,1324,33441,5234,2016,17.37363887534536,12.411289885692616,60.387886667750145
1523,91606,45040,1684,1789,2283,1941,996,1234,1437,1028,28500,5237,2016,16.75177619893428,15.008880994671403,63.27708703374778
2739,91607,31405,1891,1376,1690,1434,1501,1091,1244,1094,24618,7876,2016,20.16557872950167,33.80035026269702,78.38879159369527
4001,94102,29319,1598,1608,2209,1577,785,794,1138,1002,13076,6664,2016,23.953750127903405,36.37572904942188,44.59906545243699
3653,94103,25747,1346,1253,1864,2156,511,521,906,1253,11749,6635,2016,22.20064473530897,39.958053365440634,45.63250087388822
61,94104,489,20,0,35,53,0,0,30,0,222,130,2016,11.247443762781186,39.059304703476485,45.39877300613497
2473,94105,6793,376,531,773,262,239,33,432,103,3634,2550,2016,32.548211394082145,73.94376564110114,53.49624613572795
7718,94107,29384,1201,2665,1988,2171,628,1382,1369,1367,16013,8867,2016,28.99196841818677,56.44228151374898,54.49564388783011
1932,94108,14704,1212,751,828,702,698,335,539,229,5140,3444,2016,24.088683351468987,36.56147986942329,34.95647442872688
11608,94109,56019,5972,4109,4360,5137,3694,2846,2605,3972,33999,19147,2016,33.11376497259858,54.90101572680698,60.69190810260804
12338,94110,73511,4185,4419,4814,5261,2915,2816,3081,3096,42324,19094,2016,24.264395804709498,42.75822665995565,57.57505679422127
959,94111,3432,69,184,146,230,42,77,119,146,1816,1054,2016,16.98717948717949,58.65384615384615,52.91375291375291
5298,94112,84001,3471,3049,4240,3404,694,835,1080,1204,22391,13028,2016,16.439090010833205,21.816406947536336,26.655635051963667
11596,94114,33504,1576,1882,1630,2679,1214,1359,1175,2144,26171,10542,2016,20.803486150907354,66.07569245463229,78.11306112702961
8667,94115,34681,2564,2159,2446,2404,1486,1403,1589,1734,19951,10642,2016,26.896571609815172,55.676018569245414,57.527176263660216
5857,94116,45936,1642,1739,1605,1516,573,603,771,475,17304,10664,2016,14.639933820968304,35.96525600835946,37.669801462904914
10193,94117,43323,3420,3349,3779,3201,2639,2747,2613,2603,32534,16014,2016,32.07764928559887,60.492117351060635,75.09636913417815
8948,94118,41662,3127,2244,2517,2154,2045,1425,1473,1607,24161,12060,2016,24.319523786664107,50.42484758292929,57.99289520426287
7208,94121,42720,1798,1650,2049,1590,964,806,1168,921,19450,10714,2016,16.72986891385768,41.95224719101124,45.52902621722846
10768,94122,62029,3851,3053,3511,3456,1791,1531,1803,1721,25407,17477,2016,21.712424833545597,45.53515291234745,40.95987360750616
6384,94123,25238,2571,2132,2473,2218,2111,1832,2192,1850,21001,11156,2016,36.88089389016562,69.49837546556779,83.21182344084318
1511,94124,35446,1646,1402,1714,1509,216,217,373,228,4917,4261,2016,17.38983242114766,16.2839248434238,13.871804999153643
4656,94127,20664,453,552,552,556,166,304,307,382,11405,5996,2016,10.2061556329849,51.54858691444058,55.19260549748355
875,94129,3762,389,195,239,220,350,138,239,212,3321,1167,2016,27.06007442849548,54.27963849016481,88.27751196172248
146,94130,3090,147,160,264,166,57,33,153,80,1040,481,2016,23.656957928802587,20.29126213592233,33.65695792880259
7950,94131,28350,1076,1337,1409,1500,705,707,907,1034,18695,8367,2016,18.19753086419753,57.55555555555556,65.94356261022928
3459,94132,31289,1215,731,1408,981,481,117,530,374,11565,6075,2016,13.055706478315063,30.470772475950014,36.96187158426284
4113,94133,27491,1280,1445,1618,1756,730,839,1293,1106,11653,6562,2016,21.054163180677314,38.830890109490376,42.38841802771816
1845,94134,41677,1496,1503,1507,1305,138,281,396,261,7358,5463,2016,14.418024329966167,17.5348513568635,17.654821604242148
2012,94158,5995,714,703,622,710,432,279,343,392,3032,2081,2016,45.738115095913265,68.27356130108424,50.57547956630526
4848,94608,28864,1976,1611,1554,2025,1047,796,737,1150,12473,6606,2016,23.392461197339244,39.68264966740577,43.21299889135255
5738,94901,42212,1076,1622,1471,1584,545,901,594,853,27437,7744,2016,13.718847721027197,31.93878517956979,64.99810480432104
515,95838,37286,1347,1629,1790,1228,540,625,733,548,16476,1588,2016,17.15120956927533,5.640186665236282,44.18816714048168
2613,98101,12044,922,525,941,910,509,320,640,663,8757,3517,2016,24.186316838259714,50.89671205579541,72.70840252407838
6069,98102,24030,2237,1920,2489,2546,1755,1627,2011,1873,19331,8560,2016,35.64710778193924,60.878069080316266,80.44527673741156
11377,98103,49364,4757,3198,3840,3318,4024,2735,3309,2820,41478,16856,2016,30.372336115387732,57.19350133700672,84.02479539745563
1545,98104,13989,819,623,1257,1035,458,410,665,621,6915,3001,2016,23.747229966402173,32.49696189863464,49.43169633283294
7444,98105,46514,2317,1147,2373,1428,1414,807,1536,898,30314,7980,2016,15.014834243453585,33.159908844648925,65.1717762394118
1924,98106,25846,940,1551,1195,879,464,842,666,702,13277,4416,2016,20.262322990017797,24.52990791611855,51.36965100982744
5099,98107,24179,1948,2182,1859,2324,1699,1717,1644,2088,20591,9156,2016,33.79378799784937,58.95611894619298,85.16067662020762
1579,98108,24351,945,1009,1209,1025,328,453,473,409,7366,3619,2016,17.13276662149398,21.346145948831673,30.249271077163154
7163,98109,25906,2521,2079,3168,2433,1952,1412,1741,1726,19013,8322,2016,38.010499498185744,59.77379757585115,73.39226434030726
6749,98112,23082,1135,1193,1076,1022,951,911,881,879,19633,6977,2016,19.91595182393207,59.46625075816654,85.05762065678883
12672,98115,50258,2233,2156,2968,2260,1846,1652,2281,1773,40515,14205,2016,18.928329818138405,53.478053245254486,80.61403159695969
4613,98116,25234,1104,834,821,1104,875,719,611,817,21298,7444,2016,14.23872552904811,47.780771974320366,84.4019973052231
6477,98117,32682,1260,1371,1222,1235,1128,1111,959,1127,28718,10039,2016,15.98433388409522,50.53546294596414,87.87099932684657
4495,98118,44686,1889,1535,1736,1718,676,819,553,610,15748,7242,2016,14.98232108490355,26.26549702367632,35.24146265049456
5318,98119,24567,1926,1488,1846,1295,1549,1241,1355,1061,20070,7597,2016,27.46774127895144,52.570521431188176,81.69495664916352
4164,98121,14678,1514,815,2041,1459,832,508,1145,974,9697,4512,2016,35.32497615478948,59.10887041831312,66.06485897261207
6766,98122,35445,2748,2137,3236,2356,2064,1681,2411,1810,23859,10042,2016,28.940612216109468,47.41994639582452,67.31273804485824
6905,98125,39692,2222,1572,1966,1530,1362,1035,1221,1087,25907,8588,2016,18.472236218885417,39.03305451980248,65.27007961302026
2795,98126,22632,955,1037,670,886,644,805,425,581,15151,5254,2016,16.3441145281018,35.56468716861082,66.94503358077058
5192,98133,47522,2260,2101,2264,2365,1325,1307,1562,1535,32089,10054,2016,18.362021800429275,32.081983081520136,67.52451496149152
82,98134,847,17,23,46,61,0,11,24,32,385,112,2016,12.868949232585598,22.904368358913814,45.45454545454545
2780,98136,16090,358,526,356,546,308,444,314,471,13505,4623,2016,10.975761342448726,46.00994406463642,83.93412057178372
3814,98144,30090,1449,1288,1647,1715,779,708,851,1055,14550,6824,2016,18.850116317713525,35.35393818544367,48.35493519441675
1727,98146,27456,1121,1019,925,1109,448,519,582,629,16358,3566,2016,14.874708624708624,19.278117715617714,59.5789627039627
205,90001,58738,2402,2115,2445,2259,770,677,636,849,19012,1234,2017,15.453369198815079,2.449862099492662,32.367462290169904
4506,90004,62733,3108,2971,3326,3863,982,1186,1417,1519,23687,10943,2017,19.728053815376278,24.62659206478249,37.75843654854702
1587,90007,41221,2053,1035,2523,1470,488,189,694,444,12299,3369,2017,16.122850003638924,12.02299798646321,29.83673370369472
401,90010,3759,195,218,307,151,57,3,114,48,867,1181,2017,24.953445065176908,42.08566108007449,23.06464485235435
2763,90012,33783,1974,852,3326,2889,617,205,1215,1104,9657,5134,2017,20.732320989846965,23.375662315365716,28.585383180889796
1190,90013,11957,717,673,872,842,366,289,388,325,4267,2968,2017,24.546290875637702,34.77460901563937,35.68620891527976
825,90014,7408,530,352,623,817,336,238,471,507,3800,2353,2017,25.067494600431967,42.899568034557234,51.295896328293736
1470,90015,20187,1123,1236,1012,980,541,445,425,315,6746,2842,2017,22.821617872888492,21.360281369198,33.41754594541042
2414,90016,46303,1780,1673,2480,1498,792,760,1085,606,18165,4317,2017,16.426581431008792,14.536855063386822,39.23071939183206
1743,90017,26390,1411,1101,1900,1719,492,302,659,807,9771,3302,2017,20.890488821523302,19.11708980674498,37.02538840469875
1639,90018,52287,2013,2053,2002,1725,417,405,447,312,10138,4143,2017,15.531585288886337,11.058198022453,19.389140704190332
5209,90019,67415,2908,2619,3293,2955,917,985,1363,1274,22307,10633,2017,16.968033820366387,23.49922124156345,33.08907513164726
2498,90020,39191,2399,1990,2221,2388,711,494,770,955,10023,9193,2017,21.943813630680513,29.830828506544872,25.5747493046873
149,90021,3158,105,114,99,268,36,63,68,105,1182,463,2017,13.679544015199493,19.379354021532617,37.42875237492084
495,90023,47229,1562,1594,1556,1677,1118,1085,1041,1142,31978,1331,2017,13.351965953122022,3.866268606152999,67.70839950030701
8562,90024,49718,1499,1253,2157,1630,799,856,1342,824,29866,7506,2017,12.393901605052497,32.31827507140272,60.07079930809767
10361,90025,47453,3857,3200,4214,3385,2349,1579,2641,1962,29585,14156,2017,30.495437590879398,51.66585884980929,62.34590015383643
5757,90026,68609,3824,3765,4482,4163,2008,2253,2771,2556,35056,13777,2017,23.081519917212027,28.471483333090408,51.09533734641227
6826,90027,45616,3305,2799,2891,2871,2322,1917,2106,2044,30666,13037,2017,25.854963170817257,43.54393195370045,67.22641178533848
2924,90028,31054,2375,1660,2941,2569,1250,992,1934,1443,17480,8710,2017,27.809621948863274,37.46377278289431,56.289044889547235
1827,90029,38843,2169,1723,2416,2211,1026,794,1166,1120,14832,6191,2017,20.675539994336173,20.642071930592383,38.18448626522154
1552,90031,39103,1484,1234,1882,1542,646,404,740,709,14204,3389,2017,14.919571388384522,12.635859141242358,36.32457867682786
705,90033,48841,1878,1784,2099,1480,1144,1251,1512,1096,34717,2171,2017,15.448086648512522,5.888495321553613,71.08167318441473
9749,90034,56070,4626,3387,4413,4028,2814,1678,2768,2452,32939,13592,2017,28.20224719101124,41.62832174068129,58.7462100945247
5463,90035,29920,1482,1615,1297,1783,965,1086,932,1407,22383,7613,2017,20.08355614973262,43.70320855614973,74.80949197860963
7142,90036,38116,3353,2517,2256,2394,2267,1833,1594,1693,24964,12593,2017,27.922657151852242,51.776156994438026,65.49480533109455
1317,90038,27957,1553,1339,1878,1809,915,496,738,906,11555,4818,2017,21.85141467253282,21.9444146367636,41.33133025718067
3733,90039,29092,1605,1433,1303,1718,983,874,792,1119,17255,7229,2017,19.84738072322288,37.68046198267565,59.31183830606352
2842,90041,28651,900,1024,907,1036,378,473,410,543,14047,6256,2017,13.455027747722593,31.7545635405396,49.02795713936686
4356,90042,63788,3339,3108,2877,2974,1418,1582,1318,1598,29633,8014,2017,19.489559164733176,19.392362199786795,46.45544616542296
5760,90045,41420,1387,1709,2307,1698,696,646,1164,731,24693,10005,2017,17.17044905842588,38.06132303235152,59.61612747464993
7759,90046,51615,4348,2862,3658,4052,3339,2185,2892,3189,40771,19841,2017,26.600794342729827,53.472827666376055,78.99060350673254
1611,90047,48491,1542,1659,1667,1382,240,246,357,294,7931,3188,2017,13.46022973335258,9.896681858489204,16.355612381679073
5040,90048,22860,1869,1626,1390,1533,1486,1104,924,1338,18360,7847,2017,28.48206474190726,56.373578302712154,80.31496062992126
10186,90049,36362,2125,1589,1211,1179,1758,1264,888,1076,30773,11138,2017,17.91430614377647,58.64363896375336,84.62955833012485
1205,90057,49389,1831,1952,2996,2813,531,677,946,987,15077,5108,2017,17.67802547125878,12.782198465245298,30.52704043410476
5844,90064,26007,1003,1154,1254,987,707,714,799,709,18643,6913,2017,17.552966509016805,49.05217825969931,71.68454646825855
3486,90065,48420,2153,1716,2044,2051,1168,921,998,1130,25413,6896,2017,15.755885997521684,21.441553077240812,52.48451053283767
9164,90066,59747,3120,2978,2759,3730,1923,1644,1786,2577,36591,14199,2017,19.808525951093777,39.103218571643765,61.24324233852746
623,90067,2235,15,27,57,55,15,27,57,0,1582,865,2017,5.6375838926174495,66.57718120805369,70.78299776286353
4532,90068,21726,1100,1035,1268,1572,914,824,1025,1138,17397,7688,2017,20.427137991346772,56.24597256743073,80.07456503728253
4153,90069,20401,1363,788,1436,1804,835,586,1056,1324,15839,8007,2017,21.445027204548797,59.60492132738592,77.6383510612225
0,90071,0,0,0,0,0,0,0,0,0,0,0,2017,0.0,0.0,0.0
2682,90077,8936,47,235,147,110,33,182,66,61,7398,2266,2017,7.430617726051924,55.3715308863026,82.78871978513877
4,90089,3846,3,0,31,0,0,0,19,0,1922,9,2017,0.8840353614144566,0.3380135205408216,49.9739989599584
2626,90094,8568,759,493,142,489,361,320,95,202,4654,2566,2017,22.023809523809522,60.59757236227824,54.31839402427637
5045,90230,32657,1322,1395,1340,1242,604,896,849,786,19964,6789,2017,16.694736197446183,36.237253881250574,61.1323759071562
2871,90232,14865,793,595,462,682,500,485,261,538,9973,3441,2017,16.44803229061554,42.46215943491423,67.09048099562732
6632,90272,22927,285,207,275,324,242,145,239,287,20148,6292,2017,4.248266236315262,56.37021851964932,87.87892005059537
5175,90291,27170,1714,1530,1448,1684,1318,1238,1314,1488,22510,8945,2017,22.90025763709974,51.969083548030916,82.84873021715127
5159,90292,22328,850,1416,1346,1366,713,1028,1138,1160,17016,7349,2017,22.51881046219993,56.01934790397707,76.20924399856682
2871,90501,43008,1807,1353,1530,1734,536,470,455,472,16155,6603,2017,14.050874255952381,22.028459821428573,37.562779017857146
1455,90710,28667,1083,1127,1166,977,492,402,356,287,10813,3633,2017,15.707956884222277,17.74863082987407,37.71932884501343
2667,90731,61789,2022,2309,2327,2350,949,1182,1306,1382,35053,6561,2017,14.512291831879462,14.934697114373108,56.73016232662772
2011,90732,22408,731,594,620,643,445,375,374,470,15665,4110,2017,11.330774723313104,27.316137093895037,69.90806854694752
